A,N,D
11,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
11,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
12,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
12,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
12,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
12,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
13,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
13,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
13,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
13,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
14,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
14,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
14,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
14,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
15,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
15,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
15,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
15,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
16,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
16,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
16,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
16,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
17,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
17,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
17,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
17,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
18,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
18,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
18,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
18,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
19,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
19,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
19,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
19,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
20,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
20,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
20,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
20,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
21,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
21,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
21,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
21,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
22,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
22,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
22,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
22,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
23,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
23,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
23,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
23,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
24,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
24,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
24,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
24,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
25,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
25,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
25,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
25,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
26,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
26,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
26,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
26,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
27,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
27,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
27,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
27,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
28,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
28,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
28,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
28,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
29,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
29,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
29,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
29,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
30,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
30,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
30,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
30,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
31,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
31,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
31,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
31,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
32,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
32,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
32,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
32,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
33,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
33,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
33,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
33,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
34,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
34,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
34,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
34,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
35,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
35,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
35,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
35,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
36,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
36,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
36,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
36,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
37,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
37,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
37,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
37,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
38,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
38,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
38,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
38,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
39,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
39,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
39,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
39,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
40,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
40,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
40,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
40,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
41,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
41,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
41,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
41,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
42,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
42,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
42,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
42,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
43,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
43,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
43,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
43,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
44,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
44,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
44,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
44,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
45,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
45,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
45,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
45,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
46,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
46,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
46,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
46,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
47,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
47,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
47,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
47,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
48,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
48,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
48,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
48,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
49,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
49,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
49,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
49,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
50,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
50,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
50,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
50,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
51,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
51,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
51,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
51,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
52,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
52,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
52,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
52,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
53,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
53,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
53,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
53,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
54,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
54,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
54,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
54,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
55,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
55,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
55,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
55,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
56,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
56,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
56,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
56,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
57,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
57,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
57,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
57,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
58,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
58,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
58,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
58,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
59,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
59,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
59,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
59,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
60,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
60,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
60,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
60,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
61,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
61,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
61,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
61,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
62,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
62,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
62,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
62,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
63,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
63,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
63,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
63,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
64,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
64,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
64,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
64,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
65,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
65,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
65,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
65,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
66,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
66,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
66,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
66,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
67,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
67,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
67,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
67,"[1, 1]",[ 0.13248238 -0.01584317],0,1,1,[ 0.08248238 -0.06584317]
68,"[0, 0]",[ 0.08248238 -0.06584317],0,0,0,[ 0.08248238 -0.06584317]
68,"[0, 1]",[ 0.08248238 -0.06584317],1,0,1,[ 0.08248238 -0.01584317]
68,"[1, 0]",[ 0.08248238 -0.01584317],1,0,1,[ 0.13248238 -0.01584317]
